idx,BOD_addr,general,pediatric,specialist,CensusCountyFips,Latitude,Longitude,hygienist_for_general,hygienist_for_pediatric
5223," 816 MYRTLES WAY,-,-,PERKASIE,PENNSYLVANIA,18944",1.0,0.0,0.0,17.0,40.39135483,40.39135483,2.0,0.0
5224," 816-A 2ND STREET PIKE,-,-,SOUTHAMPTON,PENNSYLVANIA,18966",1.0,0.0,0.0,17.0,40.17650686,40.17650686,2.0,0.0
5225," 818 NORTH EASTON ROAD,-,-,GLENSIDE,PENNSYLVANIA,190383830",0.0,0.0,1.0,91.0,40.11551508,40.11551508,0.0,0.0
5226," 818 SHADOW FARM RD,-,-,WEST CHESTER,PENNSYLVANIA,19380",1.0,0.0,0.0,29.0,39.97221982,39.97221982,2.0,0.0
5227," 819 MARKET ST.,-,-,LEMOYNE,PENNSYLVANIA,17043",1.0,0.0,0.0,41.0,40.24393807,40.24393807,2.0,0.0
5228," 819 THIRD STREET,-,-,WHITEHALL,PENNSYLVANIA,18052",1.0,0.0,0.0,77.0,40.63376976,40.63376976,2.0,0.0
5229," 82 RIVER ST,-,-,CARBONDALE,PENNSYLVANIA,18407",1.0,0.0,0.0,69.0,41.57090831,41.57090831,2.0,0.0
5230," 820 SHIFFLER AVENUE,-,-,WILLIAMSPORT,PENNSYLVANIA,17701",1.0,0.0,0.0,81.0,41.25123119,41.25123119,2.0,0.0
5231," 8201 HENRY AVE ,APARTMENT T-13,-,PHILADELPHIA,PENNSYLVANIA,19128",1.0,0.0,0.0,101.0,40.06087411,40.06087411,2.0,0.0
5232," 8203 ROSE PETAL DRIVE,-,-,PHILADELPHIA,PENNSYLVANIA,19111",2.0,0.0,0.0,101.0,40.07017324,40.07017324,4.0,0.0
5233," 821 DELAWARE AVENUE,-,-,BETHLEHEM,PENNSYLVANIA,18015",0.0,0.0,1.0,77.0,40.60759752,40.60759752,0.0,0.0
5234," 821 OAK ST,SUITE 2,-,SCRANTON,PENNSYLVANIA,18508",1.0,0.0,0.0,69.0,41.44564555,41.44564555,2.0,0.0
5235," 8210 STOCKTON ROAD,-,-,ELKINS PARK,PENNSYLVANIA,19027",1.0,0.0,0.0,91.0,40.07169223,40.07169223,2.0,0.0
5236," 822 DRESHER WAY,-,-,WAYNE,PENNSYLVANIA,19087",1.0,0.0,0.0,29.0,40.07412383,40.07412383,2.0,0.0
5237," 8222 CLEARSHADE DRIVE,-,-,WINDBER,PENNSYLVANIA,15963",1.0,0.0,0.0,111.0,40.20553614,40.20553614,2.0,0.0
5238," 823 LAWN AVENUE,P O BOX 450,-,SELLERSVILLE,PENNSYLVANIA,18960",0.0,1.0,0.0,17.0,40.36528019,40.36528019,0.0,2.0
5239," 825 BETHLEHEM PIKE,SUITE 200,-,FLOURTOWN,PENNSYLVANIA,19031",1.0,0.0,0.0,91.0,40.11333671,40.11333671,2.0,0.0
5240," 825 BOWER ROAD,-,-,SHERMANS DALE,PENNSYLVANIA,17090",1.0,0.0,0.0,99.0,40.30558348,40.30558348,2.0,0.0
5241," 825 N 39TH STREET,-,-,PHILADELPHIA,PENNSYLVANIA,19104",1.0,0.0,0.0,101.0,39.96827021,39.96827021,2.0,0.0
5242," 825 PRINCETON DRIVE,-,-,WARRINGTON,PENNSYLVANIA,18976",1.0,0.0,0.0,17.0,40.27014834,40.27014834,2.0,0.0
5243," 826 BUSTLETON PIKE  SUITE 105,-,826 BUSTLETON PIKE  SUITE 105,FEASTERVILLE,PENNSYLVANIA,19053",1.0,0.0,0.0,17.0,40.15472103,40.15472103,2.0,0.0
5244," 826 BUSTLETON PIKE,SUITE 105,-,FEASTERVILLE,PENNSYLVANIA,19053",1.0,0.0,0.0,17.0,40.14869401,40.14869401,2.0,0.0
5245," 826 LOMBARD ST,UNIT A,-,PHILADELPHIA,PENNSYLVANIA,19147",1.0,0.0,0.0,101.0,39.94341179999999,39.94341179999999,2.0,0.0
5246," 826 LOMBARD ST,UNIT A,-,PHILADELPHIA,PENNSYLVANIA,19147-1317",1.0,0.0,0.0,101.0,39.94341179999999,39.94341179999999,2.0,0.0
5247," 826 N STILLMAN ST,-,-,PHILADELPHIA,PENNSYLVANIA,19130",1.0,0.0,0.0,101.0,39.97082644,39.97082644,2.0,0.0
5248," 827 AARONS LANE,-,-,MANHEIM,PENNSYLVANIA,17545",0.0,0.0,1.0,71.0,40.22968982,40.22968982,0.0,0.0
5249," 827 PINE RIDGE ROAD,-,-,WEST CHESTER,PENNSYLVANIA,19380",1.0,0.0,0.0,29.0,40.02114283,40.02114283,2.0,0.0
5250," 827 RENNARD CIRCLE,-,-,PHILADELPHIA,PENNSYLVANIA,19116",1.0,0.0,0.0,101.0,40.11393147,40.11393147,2.0,0.0
5251," 828 THIRD STREET,-,-,WHITEHALL,PENNSYLVANIA,18052",2.0,0.0,0.0,77.0,40.63412453,40.63412453,4.0,0.0
5252," 829 ABBOTTSTOWN PIKE,-,-,HANOVER,PENNSYLVANIA,17331",1.0,0.0,0.0,133.0,39.81611612,39.81611612,2.0,0.0
5253," 829 COLWELL RD,-,-,SWARTHMORE,PENNSYLVANIA,19081",1.0,0.0,0.0,45.0,39.88660083,39.88660083,2.0,0.0
5254," 829 MOYER ROAD,APT B4,-,LANSDALE,PENNSYLVANIA,19446",1.0,0.0,0.0,91.0,40.25296265,40.25296265,2.0,0.0
5255," 83 LAMBETH DRIVE,-,83 LAMBETH DRIVE,PITTSBURGH,PENNSYLVANIA,15241",1.0,0.0,0.0,3.0,40.33302257,40.33302257,2.0,0.0
5256," 830 EAST 15TH STREET,-,-,CHESTER,PENNSYLVANIA,19013",1.0,0.0,0.0,45.0,39.86294279,39.86294279,2.0,0.0
5257," 830 GROSSTOWN ROAD,-,-,STOWE,PENNSYLVANIA,19464",1.0,0.0,0.0,91.0,40.25701891,40.25701891,2.0,0.0
5258," 8304 SENTINEL RDG,-,-,EAGLEVILLE,PENNSYLVANIA,19403",1.0,0.0,0.0,91.0,40.112413399999994,40.112413399999994,2.0,0.0
5259," 8304-A BUSTLETON AVE,-,-,PHILADELPHIA,PENNSYLVANIA,19152",1.0,0.0,0.0,101.0,40.06752955,40.06752955,2.0,0.0
5260," 8306 ROOSEVELT BLVD,-,-,PITTSBURGH,PENNSYLVANIA,15237",1.0,0.0,0.0,3.0,40.558341999999996,40.558341999999996,2.0,0.0
5261," 831 ELSINORE PLACE,-,-,CHESTER,PENNSYLVANIA,19013",0.0,0.0,1.0,45.0,39.85577703,39.85577703,0.0,0.0
5262," 831 RATHTON RD,-,-,YORK,PENNSYLVANIA,17403",1.0,0.0,0.0,133.0,39.95069565,39.95069565,2.0,0.0
5263," 8313 SENTINEL RDG,-,-,EAGLEVILLE,PENNSYLVANIA,19403",1.0,0.0,0.0,91.0,40.113064,40.113064,2.0,0.0
5264," 832 EDGEWOOD AVE,-,-,BENSALEM,PENNSYLVANIA,19020",0.0,0.0,1.0,17.0,40.06337261,40.06337261,0.0,0.0
5265," 832 GERMANTOWN PIKE,SUITE 2,-,PLYMOUTH MEETING,PENNSYLVANIA,19462",0.0,0.0,1.0,91.0,40.12853632,40.12853632,0.0,0.0
5266," 832 GERMANTOWN PIKE,SUITE 2,-,PLYMOUTH MTG,PENNSYLVANIA,19462",0.0,0.0,1.0,91.0,40.12853632,40.12853632,0.0,0.0
5267," 832 SECOND STREET PIKE,-,-,RICHBORO,PENNSYLVANIA,18954",0.0,0.0,1.0,17.0,40.22260658,40.22260658,0.0,0.0
5268," 8321 LYNNEWOOD ROAD,-,-,PHILADELPHIA,PENNSYLVANIA,19150",1.0,0.0,0.0,101.0,40.07154694,40.07154694,2.0,0.0
5269," 833 ELM SPRING RD,-,-,PITTSBURGH,PENNSYLVANIA,15243",1.0,0.0,0.0,3.0,40.386494799999994,40.386494799999994,2.0,0.0
5270," 833 N BETHLEHEM PIKE,-,PO BOX 507,SPRING HOUSE,PENNSYLVANIA,19477",1.0,0.0,0.0,91.0,40.18386983,40.18386983,2.0,0.0
5271," 833 SOUTH PERKASIE ROAD,-,-,PERKASIE,PENNSYLVANIA,18944",0.0,0.0,1.0,17.0,40.37254389,40.37254389,0.0,0.0
5272," 8333 JEANES STREET,-,-,PHILADELPHIA,PENNSYLVANIA,19111",1.0,0.0,0.0,101.0,40.0808488,40.0808488,2.0,0.0
5273," 834 CHESTNUT ST,APT 716,-,PHILADELPHIA,PENNSYLVANIA,19107",1.0,0.0,0.0,101.0,39.94963824,39.94963824,2.0,0.0
5274," 834 CHESTNUT ST,SUITE 415,-,PHILADELPHIA,PENNSYLVANIA,19107",1.0,0.0,0.0,101.0,39.94963824,39.94963824,2.0,0.0
5275," 834 CHESTNUT STREET #PH117,-,-,PHILADELPHIA,PENNSYLVANIA,19107",1.0,0.0,0.0,101.0,39.94963824,39.94963824,2.0,0.0
5276," 834 CHESTNUT STREET,PH129,-,PHILADELPHIA,PENNSYLVANIA,19107",1.0,0.0,0.0,101.0,39.94963824,39.94963824,2.0,0.0
5277," 834 CHESTNUT STREET,SUITE 415,-,PHILADELPHIA,PENNSYLVANIA,19107",1.0,0.0,0.0,101.0,39.94963824,39.94963824,2.0,0.0
5278," 8344 WILLOW RUN,-,-,FOGELSVILLE,PENNSYLVANIA,18051",1.0,0.0,0.0,77.0,40.59106702,40.59106702,2.0,0.0
5279," 8345 ELAINE DRIVE,-,-,PITTSBURGH,PENNSYLVANIA,15237",1.0,0.0,0.0,3.0,40.5620642,40.5620642,2.0,0.0
5280," 835 CRICKET AVE,-,-,ARDMORE,PENNSYLVANIA,19003",0.0,0.0,1.0,45.0,40.0033575,40.0033575,0.0,0.0
5281," 835 N. LINCOLN AVENUE,-,-,SCRANTON,PENNSYLVANIA,18504",1.0,0.0,0.0,69.0,41.42411176,41.42411176,2.0,0.0
5282," 836 CRYSTLE ROAD,-,-,ASTON,PENNSYLVANIA,19014",1.0,0.0,0.0,45.0,39.86321167,39.86321167,2.0,0.0
5283," 836 GRAY ST,-,-,MC KEES ROCKS,PENNSYLVANIA,15136",1.0,0.0,0.0,3.0,40.469282,40.469282,2.0,0.0
5284," 836 S FRONT ST,-,-,PHILADELPHIA,PENNSYLVANIA,19147",1.0,0.0,0.0,101.0,39.93628583,39.93628583,2.0,0.0
5285," 836 STONYBROOK LANE,-,-,LEWISBERRY,PENNSYLVANIA,17339",1.0,0.0,0.0,133.0,40.13549825,40.13549825,2.0,0.0
5286," 837 N LAWRENCE ST,-,-,PHILADELPHIA,PENNSYLVANIA,19123",1.0,0.0,0.0,101.0,39.96489193,39.96489193,2.0,0.0
5287," 837 WYNNEFIELD DRIVE,-,-,SOUDERTON,PENNSYLVANIA,18964",1.0,0.0,0.0,91.0,40.29734739,40.29734739,2.0,0.0
5288," 839 LINCOLN DRIVE,-,-,BROOKHAVEN,PENNSYLVANIA,19015",1.0,0.0,0.0,45.0,39.86681235,39.86681235,2.0,0.0
5289," 84 ORCHARD DRIVE,-,-,QUARRYVILLE,PENNSYLVANIA,17566",1.0,0.0,0.0,71.0,39.88096797,39.88096797,2.0,0.0
5290," 8408 CHIPPEWA ROAD,-,-,PHILADELPHIA,PENNSYLVANIA,19128",1.0,0.0,0.0,101.0,40.06307736,40.06307736,2.0,0.0
5291," 841 PULINSKI ROAD,-,-,WARMINSTER,PENNSYLVANIA,18974",1.0,0.0,0.0,17.0,40.21720278,40.21720278,2.0,0.0
5292," 842 DURHAM ROAD,SUITE 25,-,NEWTOWN,PENNSYLVANIA,18940",1.0,0.0,0.0,17.0,40.26318059,40.26318059,2.0,0.0
5293," 842 N BERKS STREET,-,-,ALLENTOWN,PENNSYLVANIA,18104",1.0,0.0,0.0,77.0,40.60509402,40.60509402,2.0,0.0
5294," 8421 OXFORD CIRCLE,-,-,WAYNESBORO,PENNSYLVANIA,17268",1.0,0.0,0.0,55.0,39.76435004,39.76435004,2.0,0.0
5295," 844 COUNTY LINE RD,-,-,BRYN MAWR,PENNSYLVANIA,19010",1.0,0.0,0.0,45.0,40.01863322,40.01863322,2.0,0.0
5296," 845 GLENN ST.,-,-,PHILA,PENNSYLVANIA,19115",1.0,0.0,0.0,101.0,40.10441804,40.10441804,2.0,0.0
5297," 845 KEDRON AVENUE,-,-,MORTON,PENNSYLVANIA,19070",1.0,0.0,0.0,45.0,39.90441506,39.90441506,2.0,0.0
5298," 845 TILGHMAN ST,-,-,ALLENTOWN,PENNSYLVANIA,18102",1.0,0.0,0.0,77.0,40.61108457,40.61108457,2.0,0.0
5299," 846 SUMMIT GROVE AVE,-,-,BRYN MAWR,PENNSYLVANIA,19010",1.0,0.0,0.0,91.0,40.02102416,40.02102416,2.0,0.0
5300," 8460 LIMEKILN PIKE APT 606-1,-,-,WYNCOTE,PENNSYLVANIA,19095",1.0,0.0,0.0,91.0,40.08325674,40.08325674,2.0,0.0
5301," 848 5TH STREET,-,-,ROCHESTER,PENNSYLVANIA,15074",0.0,0.0,1.0,7.0,40.6996849,40.6996849,0.0,0.0
5302," 848 CINDY LANE,-,-,LITITZ,PENNSYLVANIA,17543",1.0,0.0,0.0,71.0,40.18082345,40.18082345,2.0,0.0
5303," 849 GLENN ST,-,-,PHILADELPHIA,PENNSYLVANIA,19115",1.0,0.0,0.0,101.0,40.10421848,40.10421848,2.0,0.0
5304," 85 COMMERCE DRIVE,-,-,WYOMISSING,PENNSYLVANIA,19610",1.0,0.0,0.0,11.0,40.346803200000004,40.346803200000004,2.0,0.0
5305," 85 OLD EAGLE SCHOOL RD,-,-,WAYNE,PENNSYLVANIA,19087",0.0,0.0,1.0,29.0,40.04882075,40.04882075,0.0,0.0
5306," 85 OLD EAGLE SCHOOL ROAD,-,-,WAYNE,PENNSYLVANIA,19087",0.0,0.0,1.0,29.0,40.04882075,40.04882075,0.0,0.0
5307," 85 SCENT LANE,-,-,MILROY,PENNSYLVANIA,17063",1.0,0.0,0.0,87.0,40.76101624,40.76101624,2.0,0.0
5308," 850 BEAVER GRADE ROAD,WESTERN SQUARE PROF CTR,-,MOON TOWNSHIP,PENNSYLVANIA,15108",1.0,0.0,0.0,3.0,40.4999688,40.4999688,2.0,0.0
5309," 8505 GERMANTOWN AVENUE,-,-,PHILADELPHIA,PENNSYLVANIA,19118",1.0,0.0,0.0,101.0,40.07611305,40.07611305,2.0,0.0
5310," 8509 PATTON ROAD,-,-,WYNDMOOR,PENNSYLVANIA,19038",1.0,0.0,0.0,91.0,40.09239771,40.09239771,2.0,0.0
5311," 851 LONGVIEW LN,-,-,GAP,PENNSYLVANIA,17527",1.0,0.0,0.0,71.0,39.98922452,39.98922452,2.0,0.0
5312," 851 RED LION ROAD,APT. # B2,-,PHILADELPHIA,PENNSYLVANIA,19115",1.0,0.0,0.0,101.0,40.10424714,40.10424714,2.0,0.0
5313," 8513 GATEWAY ROAD,-,-,BREININGSVILLE,PENNSYLVANIA,18031",1.0,0.0,0.0,77.0,40.53815677,40.53815677,2.0,0.0
5314," 8521 GATEWAY ROAD,-,-,BREINIGSVILLE,PENNSYLVANIA,18031",1.0,0.0,0.0,77.0,40.53824341,40.53824341,2.0,0.0
5315," 853 2ND STREET PIKE ,SUITE B104,-,RICHBORO,PENNSYLVANIA,18954",1.0,0.0,0.0,17.0,40.20989356,40.20989356,2.0,0.0
5316," 855 HILLAIRE ROAD,-,-,LANCASTER,PENNSYLVANIA,17601",1.0,0.0,0.0,71.0,40.05958267,40.05958267,2.0,0.0
5317," 857 EVERGREEN CIRCLE,-,-,TELFORD,PENNSYLVANIA,18969",1.0,0.0,0.0,91.0,40.33168213,40.33168213,2.0,0.0
5318," 858 WELSH ROAD SUITE 1,-,-,MAPLE GLEN,PENNSYLVANIA,19002",1.0,0.0,0.0,91.0,40.198448299999995,40.198448299999995,2.0,0.0
5319," 858-860 NORTH EASTON ROAD,-,-,GLENSIDE,PENNSYLVANIA,19038",1.0,0.0,0.0,91.0,40.11602141,40.11602141,2.0,0.0
5320," 859 CENTENNIAL SQUARE,-,-,PHILADELPHIA,PENNSYLVANIA,19116",0.0,0.0,1.0,101.0,40.118193100000006,40.118193100000006,0.0,0.0
5321," 859 WATER EDGE CT.,-,-,LEBANON,PENNSYLVANIA,17046",1.0,0.0,0.0,75.0,40.36473469,40.36473469,2.0,0.0
5322," 86 EVANS STREET,-,-,BROOKVILLE,PENNSYLVANIA,15825",1.0,0.0,0.0,65.0,41.15782058,41.15782058,2.0,0.0
5323," 860 FIRST AVENUE SUITE 6-A,-,-,KING OF PRUSSIA,PENNSYLVANIA,19406",1.0,0.0,0.0,91.0,40.09510851,40.09510851,2.0,0.0
5324," 860 SUGAR RUN RD,-,-,MILL HALL,PENNSYLVANIA,17751",0.0,0.0,1.0,35.0,41.14083627,41.14083627,0.0,0.0
5325," 8600 BRIDLE RD,-,-,PHILADELPHIA,PENNSYLVANIA,19115",1.0,0.0,0.0,101.0,40.09252691,40.09252691,2.0,0.0
5326," 8625 GERMANTOWN AVENUE,-,-,PHILADELPHIA,PENNSYLVANIA,19118",1.0,0.0,0.0,101.0,40.06741055,40.06741055,2.0,0.0
5327," 863 FEIST AVE,-,-,POTTSTOWN,PENNSYLVANIA,19464",1.0,0.0,0.0,91.0,40.26077189,40.26077189,2.0,0.0
5328," 864 COUNTY LINE ROAD,-,-,BRYN MAWR,PENNSYLVANIA,19010",1.0,0.0,0.0,45.0,40.01906667,40.01906667,2.0,0.0
5329," 8647 PROVIDENT RD,-,-,PHILADELPHIA,PENNSYLVANIA,19150",1.0,0.0,0.0,101.0,40.08227628,40.08227628,2.0,0.0
5330," 865 LEXINGTON PL,-,-,LEWISBERRY,PENNSYLVANIA,17339",1.0,0.0,0.0,133.0,40.15242306,40.15242306,2.0,0.0
5331," 865 WEST COUNTY LINE RD,-,-,HATBORO,PENNSYLVANIA,19040",1.0,0.0,0.0,17.0,40.1977435,40.1977435,2.0,0.0
5332," 8650 BABCOCK BLVD,-,-,PITTSBURGH,PENNSYLVANIA,15237",1.0,0.0,0.0,3.0,40.564872799999996,40.564872799999996,2.0,0.0
5333," 8660 WINDY LN,-,-,NORTH EAST,PENNSYLVANIA,16428",1.0,0.0,0.0,49.0,42.19798582,42.19798582,2.0,0.0
5334," 8685 ORIOLE DR,-,-,ERIE,PENNSYLVANIA,16509",1.0,0.0,0.0,49.0,42.02113695,42.02113695,2.0,0.0
5335," 87 EAST MAIN STREET,-,-,WILKES BARRE,PENNSYLVANIA,18705",1.0,0.0,0.0,79.0,41.27025459,41.27025459,2.0,0.0
5336," 87 LOCUST DR,-,-,HUNTINGDON VALLEY,PENNSYLVANIA,19006",0.0,0.0,1.0,91.0,40.12786610000001,40.12786610000001,0.0,0.0
5337," 87 MOUNTAIN VW,-,-,JIM THORPE,PENNSYLVANIA,18229",1.0,0.0,0.0,25.0,40.93056053,40.93056053,2.0,0.0
5338," 8703 CARLISLE ROAD,-,-,WYNDMOOR,PENNSYLVANIA,19038",1.0,0.0,0.0,91.0,40.08951955,40.08951955,2.0,0.0
5339," 8709 MIDLAND AVENUE,-,-,PHILADELPHIA,PENNSYLVANIA,19136",1.0,0.0,0.0,101.0,40.05295553,40.05295553,2.0,0.0
5340," 8719 PERCH LN,-,-,PHILADELPHIA,PENNSYLVANIA,19136",1.0,0.0,0.0,101.0,40.05397612,40.05397612,2.0,0.0
5341," 8720 VERREE ROAD,-,-,PHILADELPHIA,PENNSYLVANIA,19115",1.0,0.0,0.0,101.0,40.09268523,40.09268523,2.0,0.0
5342," 8733 ORCHARD RD,-,-,SPRING GROVE,PENNSYLVANIA,17362",0.0,0.0,1.0,133.0,39.88792355,39.88792355,0.0,0.0
5343," 875 PROSPECT AVE,-,-,SHIPPENSBURG,PENNSYLVANIA,17257",0.0,0.0,1.0,55.0,40.053655299999996,40.053655299999996,0.0,0.0
5344," 875 SEBRING ROAD,-,-,BEAVER,PENNSYLVANIA,15009",1.0,0.0,0.0,7.0,40.6855125,40.6855125,2.0,0.0
5345," 876 HOFFA MILL ROAD,-,-,LEWISBURG,PENNSYLVANIA,17837",1.0,0.0,0.0,119.0,40.94639252,40.94639252,2.0,0.0
5346," 879 CLAYPIKE RD,-,-,ACME,PENNSYLVANIA,15610",1.0,0.0,0.0,129.0,40.17071076,40.17071076,2.0,0.0
5347," 88 GOULD LANE,-,-,FLEETWOOD,PENNSYLVANIA,19522",1.0,0.0,0.0,11.0,40.40538681,40.40538681,2.0,0.0
5348," 880 LATIMORE CREEK ROAD,-,-,YORK SPRINGS,PENNSYLVANIA,17372",1.0,0.0,0.0,1.0,40.0509597,40.0509597,2.0,0.0
5349," 880 TUCK STREET,-,-,LEBANON,PENNSYLVANIA,17042",1.0,0.0,0.0,75.0,40.29435951,40.29435951,2.0,0.0
5350," 8809 CALVERT ST,-,-,PHILADELPHIA,PENNSYLVANIA,19152",1.0,0.0,0.0,101.0,40.06798925,40.06798925,2.0,0.0
5351," 881 N 23RD ST,-,-,PHILADELPHIA,PENNSYLVANIA,19130",1.0,0.0,0.0,101.0,39.97171368,39.97171368,2.0,0.0
5352," 8829 CALVERT ST.,-,-,PHILADELPHIA,PENNSYLVANIA,19152",0.0,0.0,1.0,101.0,40.06868493,40.06868493,0.0,0.0
5353," 883 VALLEY FORGE ROAD,-,-,PHOENIXVILLE,PENNSYLVANIA,19460",1.0,0.0,0.0,29.0,40.12024633,40.12024633,2.0,0.0
5354," 8830 GAP NEWPORT PIKE,-,-,AVONDALE,PENNSYLVANIA,19311",1.0,0.0,0.0,29.0,39.81879769,39.81879769,2.0,0.0
5355," 884 RISING SUN RD,-,-,TELFORD,PENNSYLVANIA,18969",1.0,0.0,0.0,91.0,40.32816014,40.32816014,2.0,0.0
5356," 884 SKIPPACK PIKE,-,-,BLUE BELL,PENNSYLVANIA,19422",1.0,0.0,0.0,91.0,40.15795814,40.15795814,2.0,0.0
5357," 885 WARFIELD LN,-,-,HUNTINGDON VY,PENNSYLVANIA,19006",1.0,0.0,0.0,91.0,40.14807076,40.14807076,2.0,0.0
5358," 887 BARNSDALE RD,-,8 SHADY GROVE CIRCLE,BETHLEHEM,PENNSYLVANIA,18017",1.0,0.0,0.0,95.0,40.65990018,40.65990018,2.0,0.0
5359," 8879 TURKEY RIDGE RD,-,-,BREINIGSVILLE,PENNSYLVANIA,18031",1.0,0.0,0.0,77.0,40.54637893,40.54637893,2.0,0.0
5360," 888 CENTER ST,-,-,MILLERSBURG,PENNSYLVANIA,17061",1.0,0.0,0.0,43.0,40.54119405,40.54119405,2.0,0.0
5361," 8890 PEEBLES ROAD,-,-,ALLISON PARK,PENNSYLVANIA,15101",1.0,0.0,0.0,3.0,40.5700498,40.5700498,2.0,0.0
5362," 890 BEAVER GRADE RD,-,-,CORAOPOLIS,PENNSYLVANIA,15108",0.0,0.0,1.0,3.0,40.5131615,40.5131615,0.0,0.0
5363," 890 WALLACE STREET,-,-,STROUDSBURG,PENNSYLVANIA,18360",1.0,0.0,0.0,89.0,40.99606449,40.99606449,2.0,0.0
5364," 8900 FRITZ ROAD,-,-,MERCERSBURG,PENNSYLVANIA,17236",1.0,0.0,0.0,55.0,39.78161973,39.78161973,2.0,0.0
5365," 8913 SYLVIA LANE,-,-,PHILADELPHIA,PENNSYLVANIA,19115",1.0,0.0,0.0,101.0,40.08397574,40.08397574,2.0,0.0
5366," 894 CRAWFORD ROAD,-,-,NEW FLORENCE,PENNSYLVANIA,15944",1.0,0.0,0.0,63.0,40.37457976,40.37457976,2.0,0.0
5367," 894 GLENBROOK AVE,-,-,BRYN MAWR,PENNSYLVANIA,19010",1.0,0.0,0.0,45.0,40.01971201,40.01971201,2.0,0.0
5368," 894 S YORK DR,-,-,DOWNINGTOWN,PENNSYLVANIA,19335",0.0,0.0,1.0,29.0,40.03194359,40.03194359,0.0,0.0
5369," 894 SOUTH ST,-,-,POTTSTOWN,PENNSYLVANIA,19464-6020",0.0,0.0,1.0,91.0,40.24195671,40.24195671,0.0,0.0
5370," 899 POLE RD,-,-,RINGTOWN,PENNSYLVANIA,17967",1.0,0.0,0.0,107.0,40.87172059,40.87172059,2.0,0.0
5371," 8997 SPRINGVIEW ROAD,-,-,PHILADELPHIA,PENNSYLVANIA,19115",1.0,0.0,0.0,101.0,40.09577582,40.09577582,2.0,0.0
5372," 9 BRISTOL COURT,-,-,WYOMISSING,PENNSYLVANIA,19610",1.0,0.0,0.0,11.0,40.340645,40.340645,2.0,0.0
5373," 9 CAROL LANE,-,-,QUARRYVILLE,PENNSYLVANIA,17566",1.0,0.0,0.0,71.0,39.92735479,39.92735479,2.0,0.0
5374," 9 DIANE TRAIL,-,-,FAIRFIELD,PENNSYLVANIA,17320",1.0,0.0,0.0,1.0,39.74982720000001,39.74982720000001,2.0,0.0
5375," 9 GREGORY LANE,-,-,CHESTER SPRINGS,PENNSYLVANIA,19425",0.0,0.0,1.0,29.0,40.10757339,40.10757339,0.0,0.0
5376," 9 HARROW RD,-,-,LEVITTOWN,PENNSYLVANIA,19056",1.0,0.0,0.0,17.0,40.16557101,40.16557101,2.0,0.0
5377," 9 LETCHWORTH LANE,-,-,AVONDALE,PENNSYLVANIA,19311",1.0,0.0,0.0,29.0,39.8123482,39.8123482,2.0,0.0
5378," 9 N 9TH ST,UNIT 208,-,PHILADELPHIA,PENNSYLVANIA,19107",1.0,0.0,0.0,101.0,39.95238452,39.95238452,2.0,0.0
5379," 9 N FIVE POINTS ROAD,-,-,WEST CHESTER,PENNSYLVANIA,19380",1.0,0.0,0.0,29.0,39.97007642,39.97007642,2.0,0.0
5380," 9 ROSEMONT DRIVE,-,-,DENVER,PENNSYLVANIA,17517",1.0,0.0,0.0,71.0,40.23048647,40.23048647,2.0,0.0
5381," 9 RUSSETT LANE,-,-,LEVITTOWN,PENNSYLVANIA,19055",1.0,0.0,0.0,17.0,40.15117042,40.15117042,2.0,0.0
5382," 9 SOUTH RIDGE AVE,-,-,AMBLER,PENNSYLVANIA,19002",1.0,0.0,0.0,91.0,40.15465333,40.15465333,2.0,0.0
5383," 90 ANCHOR ROAD,-,-,ELIZABETHTOWN,PENNSYLVANIA,17022",0.0,0.0,1.0,71.0,40.13796082,40.13796082,0.0,0.0
5384," 90 DONNA DRIVE,-,-,PITTSBURGH,PENNSYLVANIA,15237",1.0,0.0,0.0,3.0,40.5831601,40.5831601,2.0,0.0
5385," 90 E MAIN ST,-,-,NORTH EAST,PENNSYLVANIA,16428",1.0,0.0,0.0,49.0,42.21754312,42.21754312,2.0,0.0
5386," 90 EAST MAIN ST,-,-,NORTH EAST,PENNSYLVANIA,16428",0.0,0.0,1.0,49.0,42.21754312,42.21754312,0.0,0.0
5387," 90 FOXCROFT DR,-,-,CAMP HILL,PENNSYLVANIA,17011",1.0,0.0,0.0,41.0,40.25357038,40.25357038,2.0,0.0
5388," 90 FOXCROFT DR.,-,-,CAMPHILL,PENNSYLVANIA,17011",1.0,0.0,0.0,41.0,40.25357038,40.25357038,2.0,0.0
5389," 90 JAMAICA AVENUE,-,-,PITTSBURGH,PENNSYLVANIA,15229",1.0,0.0,0.0,3.0,40.518547399999996,40.518547399999996,2.0,0.0
5390," 90 OAK ST F1,-,-,FORTY FORT,PENNSYLVANIA,18704",1.0,0.0,0.0,79.0,41.28335997,41.28335997,2.0,0.0
5391," 900 LINE RD,-,-,JEFFERSON TWP,PENNSYLVANIA,18436",0.0,0.0,1.0,69.0,41.40586815,41.40586815,0.0,0.0
5392," 900 MAGEE AVENUE,-,-,PHILADELPHIA,PENNSYLVANIA,19111",1.0,0.0,0.0,101.0,40.04746974,40.04746974,2.0,0.0
5393," 900 WATER ST.,SUITE 16,-,MEADVILLE,PENNSYLVANIA,16335",1.0,0.0,0.0,39.0,41.63865866,41.63865866,2.0,0.0
5394," 901 S ALBEMARLE STREET,-,-,YORK,PENNSYLVANIA,17403",1.0,0.0,0.0,133.0,39.9565035,39.9565035,2.0,0.0
