idx,general,pediatric,specialist,hygienist_for_general,hygienist_for_pediatric,Address,ZIP,City,State,Latitude,Longitude,CensusCountyFips,CensusStateFips,County,med_indicator,chip_indicator
441,0,0,1,0,0,1426 W PRINCE RD,85705,TUCSON,AZ,32.272564100000004,-110.9960246,19,4,Pima County,0,0
442,0,1,0,0,2,"14269 N 87TH ST,SUITE 103",85260,SCOTTSDALE,AZ,33.6146355,-111.8924189,13,4,Maricopa County,0,0
443,1,0,0,2,0,14275 N 87TH STREET SUITE 215,85260,SCOTTSDALE,AZ,33.6151635,-111.8924195,13,4,Maricopa County,0,0
444,1,0,0,2,0,1430 N. CENTRAL AVE. SUITE A,85323,AVONDALE,AZ,33.4491048,-112.3501129,13,4,Maricopa County,0,0
445,1,0,0,2,0,"1430 N. CENTRAL AVE., SUITE A",85323,AVONDALE,AZ,33.4491048,-112.3501129,13,4,Maricopa County,0,0
446,1,0,0,2,0,1431 E CAPTAIN DREYFUS AVE,85022,PHOENIX,AZ,33.6048583,-112.05222679999999,13,4,Maricopa County,0,0
447,1,0,0,2,0,14349 W MAUI LN,85379,SURPRISE,AZ,33.6216141,-112.3691139,13,4,Maricopa County,0,0
448,1,0,0,2,0,1438 W IRIS DRIVE,85233,GILBERT,AZ,33.3303686,-111.8207372,13,4,Maricopa County,0,0
449,1,0,0,2,0,1440 E MISSOURI AVE #125,85014,PHOENIX,AZ,33.51656639,-112.0508358,13,4,Maricopa County,0,0
450,1,0,0,2,0,"1440 E. MISSOURI AVE,STE 125",85014,PHOENIX,AZ,33.51656639,-112.0508358,13,4,Maricopa County,0,0
451,1,0,0,2,0,1440 S LONGSPUR LN,85296,GILBERT,AZ,33.3245848,-111.6996001,13,4,Maricopa County,0,0
452,1,0,0,2,0,14409 W. MAUI LN.,85379,SURPRISE,AZ,33.6216239,-112.37044660000001,13,4,Maricopa County,0,0
453,1,0,0,2,0,14417 N 15TH AVE,85023,PHOENIX,AZ,33.6167147,-112.0894153,13,4,Maricopa County,0,0
454,1,0,0,2,0,1442 E ZION WAY,85249,CHANDLER,AZ,33.2466353,-111.8170791,13,4,Maricopa County,0,0
455,1,0,0,2,0,"1442 E. CHANDLER BLVD., STE 110",85048,PHOENIX,AZ,33.30648918,-112.052879,13,4,Maricopa County,0,0
456,1,0,0,2,0,14420 W MEEKER BLVD  #205,85375,SUN CITY WEST,AZ,33.6609893,-112.3702164,13,4,Maricopa County,0,0
457,1,0,0,2,0,14425 W MCDOWELL RD SUITE F106,85395,GOODYEAR,AZ,33.4631086,-112.3698774,13,4,Maricopa County,0,0
458,1,0,0,2,0,14438 W CORONADO RD,85395,GOODYEAR,AZ,33.4674152,-112.36900449999999,13,4,Maricopa County,0,0
459,1,0,0,2,0,14439 N 73RD ST,85260,SCOTTSDALE,AZ,33.6151185,-111.92422830000001,13,4,Maricopa County,0,0
460,1,0,0,2,0,14446 N. 106TH PL,85255,SCOTTSDALE,AZ,33.6184457,-111.8520593,13,4,Maricopa County,0,0
461,1,0,0,2,0,1450 E. SOUTH STREET #3,85501,GLOBE,AZ,33.3947305,-110.7698297,7,4,Gila County,0,0
462,1,0,0,2,0,14515 N SHADED STONE PL,85755,ORO VALLEY,AZ,32.4688542,-111.00922549999999,19,4,Pima County,0,0
463,1,0,0,2,0,14545 W. GRAND AVE 111,85374,SURPRISE,AZ,33.62894712,-112.3380564,13,4,Maricopa County,0,0
464,1,0,0,2,0,1455 E GUADALUPE RD  #3,85283,TEMPE,AZ,33.3632633,-111.91527549999999,13,4,Maricopa County,0,0
465,1,0,0,2,0,"1455 E. GUADALUPE RD., STE 1",85283,TEMPE,AZ,33.3632633,-111.91527549999999,13,4,Maricopa County,0,0
466,1,0,0,2,0,14558 WEST HILLSIDE STREET,85395,GOODYEAR,AZ,33.487668,-112.37278459999999,13,4,Maricopa County,0,0
467,1,0,0,2,0,14560 W MEDLOCK DR,85340,LITCHFIELD PARK,AZ,33.5107956,-112.3716007,13,4,Maricopa County,0,0
468,1,0,0,2,0,"1460 E. BELL ROAD,APT. 1033",85022,PHOENIX,AZ,33.645767799999994,-112.05146119999999,13,4,Maricopa County,0,0
469,1,0,0,2,0,1460 S AVENUE B,85364,YUMA,AZ,32.7005364,-114.65082199999999,27,4,Yuma County,0,0
470,1,0,0,2,0,1460 W. MOORE RD.,85755,ORO VALLEY,AZ,32.4396882,-110.9971683,19,4,Pima County,0,0
471,1,0,0,2,0,14640 N TATUM BLVD  #10,85032,PHOENIX,AZ,33.6201571,-111.97846670000001,13,4,Maricopa County,0,0
472,1,0,0,2,0,"14640 N TATUM BLVD., #2",85032,PHOENIX,AZ,33.6201571,-111.97846670000001,13,4,Maricopa County,0,0
473,1,0,0,2,0,"14650 N DEL WEBB BLVD,SUITE 4",85351,SUN CITY,AZ,33.61808137,-112.29130490000001,13,4,Maricopa County,0,0
474,1,0,0,2,0,"1467 PALMA RD, STE-3",86442,BULLHEAD CITY,AZ,35.1167365,-114.60032279999999,15,4,Mohave County,0,0
475,1,0,0,2,0,"1467 W. ELLIOT RD., STE 104",85233,GILBERT,AZ,33.3481766,-111.82152930000001,13,4,Maricopa County,0,0
476,1,0,0,2,0,14673 N 100TH PLACE,85260,SCOTTSDALE,AZ,33.6193319,-111.8665774,13,4,Maricopa County,0,0
477,1,0,0,2,0,1475 S. 20TH AVE,85546,SAFFORD,AZ,32.82319024,-109.7329009,9,4,Graham County,0,0
478,1,0,0,2,0,1475 S. 20TH AVENUE,85546,SAFFORD,AZ,32.82319024,-109.7329009,9,4,Graham County,0,0
479,1,0,0,2,0,14756 NORTH QUIET RAIN DRIVE,85755,ORO VALLEY,AZ,32.473921399999995,-110.96144509999999,19,4,Pima County,0,0
480,1,0,0,2,0,1481 W. BIG ROOM PL.,85602,BENSON,AZ,31.91904845,-110.3309905,3,4,Cochise County,0,0
481,1,0,0,2,0,14810 WEST ALDEA COURT,85340,LITCHFIELD PARK,AZ,33.5035159,-112.3768185,13,4,Maricopa County,0,0
482,1,0,0,2,0,"14815 W BELL ROAD,SUITE 202",85374,SURPRISE,AZ,33.637397299999996,-112.37950179999999,13,4,Maricopa County,0,0
483,1,0,0,2,0,"14815 W. BELL RD,SUITE 202",85374,SURPRISE,AZ,33.637397299999996,-112.37950179999999,13,4,Maricopa County,0,0
484,1,0,0,2,0,"14858 N FRANK LLOYD WRIGHT BLVD,SUITE 165A",85260,SCOTTSDALE,AZ,33.621074799999995,-111.875679,13,4,Maricopa County,0,0
485,1,0,0,2,0,14862 W. ALDEA DR. N,85340,LITCHFIELD PARK,AZ,33.5044324,-112.37778279999999,13,4,Maricopa County,0,0
486,1,0,0,2,0,14907 E. PINNACLE CT.,85268,SCOTTSDALE,AZ,33.5963976,-111.7570957,13,4,Maricopa County,0,0
487,1,0,0,2,0,14940 W INDIAN SCHOOL RD #450,85395,GOODYEAR,AZ,33.4921352,-112.3798337,13,4,Maricopa County,0,0
488,1,0,0,2,0,"1496 N. HIGLEY RD,SUITE 104",85234,GILBERT,AZ,33.3774229,-111.7228933,13,4,Maricopa County,0,0
489,0,0,1,0,0,14967 W BELL RD #150,85374,SURPRISE,AZ,33.6378501,-112.38261059999999,13,4,Maricopa County,0,0
490,0,0,1,0,0,14997 W BELL RD #150,85374,SURPRISE,AZ,33.6366994,-112.3827797,13,4,Maricopa County,0,0
491,1,0,0,2,0,15 N BULLMOOSE CIR,85224,CHANDLER,AZ,33.311828999999996,-111.8811618,13,4,Maricopa County,0,0
492,1,0,0,2,0,150 N. RIVER ROAD,85925,EAGAR,AZ,34.08799901,-109.3232237,1,4,Apache County,0,0
493,1,0,0,2,0,150 PAPAGO BLVD.,86047,WINSLOW,AZ,35.04156766,-110.7181087,17,4,Navajo County,0,0
494,1,0,0,2,0,150 S HOUGHTON RD #100,85748,TUCSON,AZ,32.2188148,-110.77393909999998,19,4,Pima County,0,0
495,1,0,0,2,0,"150 S HWY 69,SUITE #5",86327,DEWEY,AZ,34.54093363,-112.24723770000001,25,4,Yavapai County,0,0
496,1,0,0,2,0,"1500 PUSCH WILDERNESS DR,APT #4105",85737,ORO VALLEY,AZ,32.401167,-110.9482918,19,4,Pima County,0,0
497,1,0,0,2,0,"15009 W BELL RD,BLD #10 STE 175",85374,SURPRISE,AZ,33.6366951,-112.38333200000001,13,4,Maricopa County,0,0
498,1,0,0,2,0,"1501 E CAMP MOHAVE RD., #1",86426,FORT MOHAVE,AZ,35.02618354,-114.5968812,15,4,Mohave County,0,0
499,1,0,0,2,0,"1501 E. CAMP MOHAVE RD., STE 1",86426,FORT MOHAVE,AZ,35.02618354,-114.5968812,15,4,Mohave County,0,0
500,1,0,0,2,0,1501 W. CANADA VERDE DR.,85704,TUCSON,AZ,32.370714899999996,-110.9981011,19,4,Pima County,0,0
501,1,0,0,2,0,15023 EAST DESERT WILLOW DR,85268,FOUNTAIN HILLS,AZ,33.5751662,-111.7555515,13,4,Maricopa County,0,0
502,1,0,0,2,0,"15029 N THOMPSON PEAK PKWY,SUITE B-119",85260,SCOTTSDALE,AZ,33.62184179999999,-111.8731242,13,4,Maricopa County,0,0
503,1,0,0,2,0,15038 W. DESERT HILLS DR.,85378,SURPRISE,AZ,33.59360326,-112.3844131,13,4,Maricopa County,0,0
504,1,0,0,2,0,151 W SPEEDWAY BLVD,85705,TUCSON,AZ,32.2356556,-110.97461489999999,19,4,Pima County,0,0
505,1,0,0,2,0,1512 WEST BELL ROAD,85023,PHOENIX,AZ,33.64026093,-112.09187450000002,13,4,Maricopa County,0,0
506,1,0,0,2,0,"15128 W BELL RD,STE 12",85374,SURPRISE,AZ,33.639244700000006,-112.38590719999999,13,4,Maricopa County,0,0
507,0,0,1,0,0,1515 E MISSOURI SUITE 101,85014,PHOENIX,AZ,33.5158572,-112.04899750000001,13,4,Maricopa County,0,0
508,1,0,0,2,0,"1515 E. BETHANY HOME RD., STE 130",85014,PHOENIX,AZ,33.52272527,-112.04865,13,4,Maricopa County,0,0
509,0,0,1,0,0,1515 N. LOS ALAMOS CIRCLE,85213,MESA,AZ,33.4431765,-111.76668090000001,13,4,Maricopa County,0,0
510,1,0,0,2,0,1517 S. 20TH AVE,85546,SAFFORD,AZ,32.82277594,-109.7329043,9,4,Graham County,0,0
511,0,1,0,0,2,15185 S VIA LAGO DEL ENCANTO,85629,SAHUARITA,AZ,31.974455900000002,-110.96849309999999,19,4,Pima County,0,0
512,1,0,0,2,0,15202 N 40TH STREET APT 171,85032,PHOENIX,AZ,33.3089733,-111.9975246,13,4,Maricopa County,0,0
513,1,0,0,2,0,15204 S 20TH STREET,85048,PHOENIX,AZ,33.3089045,-112.0408736,13,4,Maricopa County,0,0
514,1,0,0,2,0,"15210 N SCOTTSDALE RD,SUITE 200",85254,SCOTTSDALE,AZ,33.624810700000005,-111.9268986,13,4,Maricopa County,0,0
515,1,0,0,2,0,15213 SOUTH 31ST STREET,85048,PHOENIX,AZ,33.30924731,-112.0185067,13,4,Maricopa County,0,0
516,1,0,0,2,0,15215 N KIERLAND BLVD #732,85254,SCOTTSDALE,AZ,33.62516,-111.92882150000001,13,4,Maricopa County,0,0
517,1,0,0,2,0,"15215 S 48TH ST,SUITE 136",85044,PHOENIX,AZ,33.308474600000004,-111.9783929,13,4,Maricopa County,0,0
518,1,0,0,2,0,15215 S 48TH STREET #158,85044,PHOENIX,AZ,33.308474600000004,-111.9783929,13,4,Maricopa County,0,0
519,1,0,0,2,0,"15215 S. 48TH ST., BLDG 7, STE 175",85044,PHOENIX,AZ,33.308474600000004,-111.9783929,13,4,Maricopa County,0,0
520,1,0,0,2,0,"15215 S. 48TH ST., STE 190",85044,PHOENIX,AZ,33.308474600000004,-111.9783929,13,4,Maricopa County,0,0
521,1,0,0,2,0,"15215 S. 48TH ST., SUITE 175",85044,PHOENIX,AZ,33.308474600000004,-111.9783929,13,4,Maricopa County,0,0
522,1,0,0,2,0,15255 N 40TH ST STE 111,85032,PHOENIX,AZ,33.6250845,-111.99528670000001,13,4,Maricopa County,0,0
523,1,0,0,2,0,"1526 W. GLENDALE AVENUE, SUITE 101",85021,PHOENIX,AZ,33.5390323,-112.09219920000001,13,4,Maricopa County,0,0
524,1,0,0,2,0,1529 E. TIERRA BUENA LN.,85022,PHOENIX,AZ,33.629678000000006,-112.05071869999999,13,4,Maricopa County,0,0
525,1,0,0,2,0,"15294 W BROOKSIDE LN,SUITE 100",85374,SURPRISE,AZ,33.640428,-112.38956499999999,13,4,Maricopa County,0,0
526,0,0,1,0,0,"15294 W. BROOKSIDE LN., STE-100",85374,SURPRISE,AZ,33.640428,-112.38956499999999,13,4,Maricopa County,0,0
527,1,0,0,2,0,15297 N. 93RD WAY,85260,SCOTTSDALE,AZ,33.625062400000004,-111.8790104,13,4,Maricopa County,0,0
528,1,0,0,2,0,1530 S 20TH AVE,85546,SAFFORD,AZ,32.8226056,-109.7330858,9,4,Graham County,0,0
529,1,0,0,2,0,15318 E. THISTLE DRIVE,85268,FOUNTAIN HILLS,AZ,33.60271076,-111.7493523,13,4,Maricopa County,0,0
530,1,0,0,2,0,"1534 E RAY RD., STE 115",85296,GILBERT,AZ,33.3223818,-111.7571763,13,4,Maricopa County,0,0
531,1,0,0,2,0,"15341 W. WADDELL RD,STE B-107",85379,SURPRISE,AZ,33.60947816,-112.39207490000001,13,4,Maricopa County,0,0
532,1,0,0,2,0,1535 W PORT AU PRINCE LN,85023,PHOENIX,AZ,33.62328251,-112.09260259999998,13,4,Maricopa County,0,0
533,1,0,0,2,0,1537 N 25TH ST,85213,MESA,AZ,33.443667100000006,-111.7763821,13,4,Maricopa County,0,0
534,1,0,0,2,0,1540 PANORAMA WAY,86324,CLARKDALE,AZ,34.76153697,-112.07017420000001,25,4,Yavapai County,0,0
535,1,0,0,2,0,1540 W LEWIS AVE,85007,PHOENIX,AZ,33.47528164,-112.0931459,13,4,Maricopa County,0,0
536,1,0,0,2,0,15415 W. MEADOWBROOK AVE.,85395,GOODYEAR,AZ,33.502818100000006,-112.39065359999998,13,4,Maricopa County,0,0
537,1,0,0,2,0,15425 S 40TH PL SUITE 1,85044,PHOENIX,AZ,33.306705,-111.995962,13,4,Maricopa County,0,0
538,1,0,0,2,0,"15433 N TATUM BLVD,SUITE 200",85032,PHOENIX,AZ,33.6271973,-111.97726440000001,13,4,Maricopa County,0,0
539,1,0,0,2,0,1544 W OSBORN RD,85015,PHOENIX,AZ,33.48786186,-112.0923274,13,4,Maricopa County,0,0
540,1,0,0,2,0,15444 W COOLIDGE ST,85395,GOODYEAR,AZ,33.503938899999994,-112.39192849999999,13,4,Maricopa County,0,0
541,1,0,0,2,0,1545 E. UNIVERSITY DRIVE,85203,MESA,AZ,33.4223081,-111.79768840000001,13,4,Maricopa County,0,0
542,1,0,0,2,0,15461 S. CAMINO AGUA AZUL,85629,SAHUARITA,AZ,31.969835200000002,-110.9658669,19,4,Pima County,0,0
543,1,0,0,2,0,"155 E. FRYE ROAD, APT 283",85225,CHANDLER,AZ,33.29880796,-111.8391379,13,4,Maricopa County,0,0
544,1,0,0,2,0,"155 W. RIVERSIDE DR.,STE. 153",85344,PARKER,AZ,34.15356458,-114.2813034,12,4,La Paz County,0,0
545,1,0,0,2,0,1550 E MARYLAND,85014,PHOENIX,AZ,33.5313146,-112.0481041,13,4,Maricopa County,0,0
546,1,0,0,2,0,1550 E. MARYLAND AVE.,85014,PHOENIX,AZ,33.5313146,-112.0481041,13,4,Maricopa County,0,0
547,0,1,0,0,2,15500 W COOLIDGE ST,85395,GOODYEAR,AZ,33.5035575,-112.3931642,13,4,Maricopa County,0,0
548,1,0,0,2,0,15509 N SCOTTSDALE RD APT 3033,85254,SCOTTSDALE,AZ,33.6274328,-111.92341370000001,13,4,Maricopa County,0,0
549,1,0,0,2,0,"15509 N SCOTTSDALE RD,UNIT #1047",85254,SCOTTSDALE,AZ,33.6274328,-111.92341370000001,13,4,Maricopa County,0,0
550,1,0,0,2,0,"15509 N SCOTTSDALE ROAD,UNIT 4027",85254,SCOTTSDALE,AZ,33.6274328,-111.92341370000001,13,4,Maricopa County,0,0
551,1,0,0,2,0,15519 EAST CHICORY DR,85268,FOUNTAIN HILLS,AZ,33.601727399999994,-111.74546740000001,13,4,Maricopa County,0,0
552,1,0,0,2,0,1553 COTTONWOOD CANYON DR.,85602,BENSON,AZ,31.94068369,-110.335776,3,4,Cochise County,0,0
553,1,0,0,2,0,"15530 W ROOSEVELT ST,STE E106",85338,GOODYEAR,AZ,33.3734801,-112.4079279,13,4,Maricopa County,0,0
554,1,0,0,2,0,156 E. CHELSEA LN,85295,GILBERT,AZ,33.303468800000005,-111.78638740000001,13,4,Maricopa County,0,0
555,1,0,0,2,0,15640 N 7TH ST A-4,85022,PHOENIX,AZ,33.6288921,-112.0661368,13,4,Maricopa County,0,0
556,1,0,0,2,0,"15640 N 7TH ST,SUITE A4",85022,PHOENIX,AZ,33.6288921,-112.0661368,13,4,Maricopa County,0,0
557,1,0,0,2,0,1570 PASEO GRANDE APT 2010,86442,BULLHEAD CITY,AZ,35.11093712,-114.55756240000001,15,4,Mohave County,0,0
558,1,0,0,2,0,"15715 S. 46TH STREET, SUITE 104",85048,PHOENIX,AZ,33.303956,-111.98424779999999,13,4,Maricopa County,0,0
559,1,0,0,2,0,15717 W. JENAN DRIVE,85379,SURPRISE,AZ,33.5911442,-112.3980918,13,4,Maricopa County,0,0
560,1,0,0,2,0,15723 N. 102ND ST.,85255,SCOTTSDALE,AZ,33.6287549,-111.8610068,13,4,Maricopa County,0,0
561,1,0,0,2,0,"15730 NORTH 83RD WAY,SUITE 102",85260,SCOTTSDALE,AZ,33.628800899999995,-111.9000867,13,4,Maricopa County,0,0
562,1,0,0,2,0,1575 N SWAN RD  #200,85712,TUCSON,AZ,32.2412704,-110.8929452,19,4,Pima County,0,0
563,1,0,0,2,0,"1575 N. SWAN RD., STE 100",85712,TUCSON,AZ,32.2412704,-110.8929452,19,4,Pima County,0,0
564,1,0,0,2,0,"15810 S. 45TH STREET,SUITE 120",85048,PHOENIX,AZ,33.303919,-111.9875212,13,4,Maricopa County,0,0
565,1,0,0,2,0,15850 N 35TH AVE  #2,85053,PHOENIX,AZ,33.6304492,-112.13428590000002,13,4,Maricopa County,0,0
566,1,0,0,2,0,15921 N 171ST DR,85388,SURPRISE,AZ,33.629306400000004,-112.42707060000001,13,4,Maricopa County,0,0
567,1,0,0,2,0,"15969 N ORACLE RD,SUITE 101",85739,TUCSON,AZ,32.4955898,-110.92644740000001,19,4,Pima County,0,0
568,0,0,1,0,0,"1598 SUSAN A. WILLIAMS WAY,SUITE E",86323,CHINO VALLEY,AZ,34.77472120000001,-112.4078848,25,4,Yavapai County,0,0
569,1,0,0,2,0,"16 NACO RD,P O BOX 1898",85603,BISBEE,AZ,31.44058097,-109.9116227,3,4,Cochise County,0,0
570,1,0,0,2,0,160 S POWER RD,85206,MESA,AZ,33.412474800000005,-111.6848434,13,4,Maricopa County,0,0
571,0,0,2,0,0,"1600 W UNIVERSITY AVE,SUITE 107",86001,FLAGSTAFF,AZ,35.1844484,-111.6749983,5,4,Coconino County,0,0
572,1,0,0,2,0,"1600 W UNIVERSITY AVE,SUITE 113",86001,FLAGSTAFF,AZ,35.1844484,-111.6749983,5,4,Coconino County,0,0
573,1,0,1,2,0,"1600 W UNIVERSITY,SUITE 103",86001,FLAGSTAFF,AZ,35.1844484,-111.6749983,5,4,Coconino County,0,0
574,0,0,1,0,0,16006 N. 61ST PLACE,85254,SCOTTSDALE,AZ,33.6320388,-111.9480314,13,4,Maricopa County,0,0
575,1,0,0,2,0,1601 N TUCSON BLVD  #11,85716,TUCSON,AZ,32.2411914,-110.9360514,19,4,Pima County,0,0
576,1,0,0,2,0,1601 N TUCSON BLVD OFFICE SUITE 11,85716,TUCSON,AZ,32.2411914,-110.9360514,19,4,Pima County,0,0
577,1,0,0,2,0,"1601 N TUCSON BLVD,SUITE 35",85716,TUCSON,AZ,32.2411914,-110.9360514,19,4,Pima County,0,0
578,1,0,0,2,0,"1601 N. TUCSON BLVD., STE 19",85716,TUCSON,AZ,32.2411914,-110.9360514,19,4,Pima County,0,0
579,1,0,0,2,0,"1601 N. TUCSON BLVD., STE 30",85716,TUCSON,AZ,32.2411914,-110.9360514,19,4,Pima County,0,0
580,0,0,1,0,0,"1601 N. TUCSON BLVD., STE 8",85716,TUCSON,AZ,32.2411914,-110.9360514,19,4,Pima County,0,0
581,1,0,0,2,0,"1601 PASEO SAN LUIS, STE-103",85635,SIERRA VISTA,AZ,31.5703747,-110.17697820000001,3,4,Cochise County,0,0
582,1,0,0,2,0,16020 W CAMERON DR,85379,SURPRISE,AZ,33.5884972,-112.40389499999999,13,4,Maricopa County,0,0
583,1,0,0,2,0,16028 N 63RD ST,85254,SCOTTSDALE,AZ,33.6324935,-111.94462800000001,13,4,Maricopa County,0,0
584,1,0,0,2,0,1603 W INA RD,85704,TUCSON,AZ,32.3365407,-110.9997693,19,4,Pima County,0,0
585,1,0,0,2,0,16039 S 9TH PL,85048,PHOENIX,AZ,33.3005422,-112.0630902,13,4,Maricopa County,0,0
586,1,0,0,2,0,1604 LAGUNA NIGEL DR.,85635,SIERRA VISTA,AZ,31.52505622,-110.2805736,3,4,Cochise County,0,0
587,0,0,1,0,0,"1605 E RIVER RD., STE-151",85718,TUCSON,AZ,32.2910326,-110.94806990000001,19,4,Pima County,0,0
588,1,0,0,2,0,1607 W INA RD,85704,TUCSON,AZ,32.33642639999999,-110.9996763,19,4,Pima County,0,0
589,0,0,1,0,0,16127 E POWDERHORN DR,85268,FOUNTAIN HILLS,AZ,33.5683259,-111.73263519999999,13,4,Maricopa County,0,0
590,1,0,0,2,0,16128 N 72ND LANE,85382,PEORIA,AZ,33.63134229999999,-112.2150682,13,4,Maricopa County,0,0
591,1,0,0,2,0,1617 E. COPPER HOLLOW,85140,SAN TAN VALLEY,AZ,33.24454291,-111.54382360000001,21,4,Pinal County,0,0
592,1,0,0,2,0,1618 E BELL RD  #108,85022,PHOENIX,AZ,33.64048769,-112.047408,13,4,Maricopa County,0,0
593,1,0,0,2,0,"1618 EAST BELL RD,STE 108",85022,PHOENIX,AZ,33.64048769,-112.047408,13,4,Maricopa County,0,0
594,1,0,0,2,0,1619 N DATE DR,85281,TEMPE,AZ,33.44709983,-111.92904320000001,13,4,Maricopa County,0,0
595,1,0,0,2,0,"1619 N DYSART RD,SUITE 105",85392,AVONDALE,AZ,33.4656662,-112.3402227,13,4,Maricopa County,0,0
596,1,0,0,2,0,1619 N. DATE DRIVE,85281,TEMPE,AZ,33.44709983,-111.92904320000001,13,4,Maricopa County,0,0
597,1,0,0,2,0,162 W. MACAW DR.,85286,CHANDLER,AZ,33.2709166,-111.84512,13,4,Maricopa County,0,0
598,1,0,0,2,0,1621 E. ENTRADA QUINTA,85718,TUCSON,AZ,32.298212,-110.94687730000001,19,4,Pima County,0,0
599,1,0,0,2,0,"16211 N SCOTTSDALE RD,A6A#469",85254,SCOTTSDALE,AZ,33.634388799999996,-111.9243582,13,4,Maricopa County,0,0
600,1,0,0,2,0,16215 N. ORACLE RD.,85739,TUCSON,AZ,32.5004339,-110.92676100000001,19,4,Pima County,0,0
601,1,0,0,2,0,16226 N CAVE CREEK RD,85032,PHOENIX,AZ,33.633961799999994,-112.03111799999999,13,4,Maricopa County,0,0
602,1,0,0,2,0,16231 N. 7TH DR.,85023,PHOENIX,AZ,33.6341557,-112.08319070000002,13,4,Maricopa County,0,0
603,0,0,1,0,0,16248 N. ASPEN DRIVE,85268,FOUNTAIN HILLS,AZ,33.63382017,-111.7517108,13,4,Maricopa County,0,0
604,1,0,0,2,0,"1628 E SOUTHERN AVE, STE #5",85282,TEMPE,AZ,33.39310333,-111.91308740000001,13,4,Maricopa County,0,0
605,1,0,0,2,0,1628 E SOUTHERN AVE. #5,85282,TEMPE,AZ,33.39310333,-111.91308740000001,13,4,Maricopa County,0,0
606,1,0,0,2,0,16327 E FRYE RD,85295,GILBERT,AZ,33.2982731,-111.73047140000001,13,4,Maricopa County,0,0
607,1,0,0,2,0,16332 W. PIMA ST.,85338,GOODYEAR,AZ,33.432442699999996,-112.410352,13,4,Maricopa County,0,0
608,0,0,1,0,0,16348 E KINGTREE BLVD,85268,FOUNTAIN HILLS,AZ,33.587506,-111.7271785,13,4,Maricopa County,0,0
609,1,0,0,2,0,"1635 N GREENFIELD RD,STE 103",85205,MESA,AZ,33.4456148,-111.735873,13,4,Maricopa County,0,0
610,0,1,0,0,2,1635 N. GREENFIELD RD. STE 111,85215,MESA,AZ,33.4456148,-111.735873,13,4,Maricopa County,0,0
611,0,0,1,0,0,"1635 N. GREENFIELD RD.,BLDG. #5 STE: 119",85205,MESA,AZ,33.4456148,-111.735873,13,4,Maricopa County,0,0
612,0,0,1,0,0,1635 SOUTH PLAZA WAY,86001,FLAGSTAFF,AZ,35.186280100000005,-111.6681665,5,4,Coconino County,0,0
613,1,0,0,2,0,1636 MORNING STONE DR.,86305,PRESCOTT,AZ,34.5679424,-112.48646670000001,25,4,Yavapai County,0,0
614,1,0,0,2,0,1640 N COUNTRY CLUB,85716,TUCSON,AZ,32.242603100000004,-110.926492,19,4,Pima County,0,0
615,1,0,0,2,0,16405 EAST MONACO DRIVE,85268,FOUNTAIN HILLS,AZ,33.5966961,-111.72572579999999,13,4,Maricopa County,0,0
616,0,0,1,0,0,"1641 W. GLENDALE AVE., STE B",85021,PHOENIX,AZ,33.538157899999995,-112.0944878,13,4,Maricopa County,0,0
617,1,0,0,2,0,16425 E PALISADES STE 106,85268,FOUNTAIN HILLS,AZ,33.6096894,-111.7253689,13,4,Maricopa County,0,0
618,1,0,0,2,0,16437 NORTH 59TH PLACE,85254,SCOTTSDALE,AZ,33.63602061,-111.9533375,13,4,Maricopa County,0,0
619,1,0,0,2,0,1645 S. PLAZA WAY,86001,FLAGSTAFF,AZ,35.186347999999995,-111.66824469999999,5,4,Coconino County,0,0
620,1,0,0,2,0,"1646 N LITCHFIELD RD., STE-225",85395,GOODYEAR,AZ,33.465172100000004,-112.35947040000002,13,4,Maricopa County,0,0
621,1,0,0,2,0,"1646 N. LITCHFIELD RD,SUITE 125",85395,GOODYEAR,AZ,33.465172100000004,-112.35947040000002,13,4,Maricopa County,0,0
622,0,0,1,0,0,"1646 N. LITCHFIELD RD., STE 130",85395,GOODYEAR,AZ,33.465172100000004,-112.35947040000002,13,4,Maricopa County,0,0
623,1,0,0,2,0,"1646 N. LITCHFIELD RD., STE-260",85395,GOODYEAR,AZ,33.465172100000004,-112.35947040000002,13,4,Maricopa County,0,0
624,1,0,1,2,0,1647 N ALVERNON WAY SUITE 2,85712,TUCSON,AZ,32.2429276,-110.91031799999999,19,4,Pima County,0,0
625,1,0,0,2,0,165 S. PRESIDIO DR.,85233,GILBERT,AZ,33.346763300000006,-111.81146969999999,13,4,Maricopa County,0,0
626,1,0,0,2,0,"16515 SOUTH 40TH STREET,BUILDING 1, SUITE 101",85048,PHOENIX,AZ,33.2974197,-111.9964183,13,4,Maricopa County,0,0
627,1,0,0,2,0,16536 E. KESLER LN,85295,GILBERT,AZ,33.29380689999999,-111.72613600000001,13,4,Maricopa County,0,0
628,1,0,0,2,0,16558 S 179TH DR,85338,GOODYEAR,AZ,33.2963181,-112.435693,13,4,Maricopa County,0,0
629,0,0,1,0,0,"16581 WEST BELL RD,STE 108",85374,SURPRISE,AZ,33.63884759,-112.41951340000001,13,4,Maricopa County,0,0
630,1,0,0,2,0,1660 SOUTH STATE ROUTE 260,86326,COTTONWOOD,AZ,34.71068996,-111.9964769,25,4,Yavapai County,0,0
631,1,0,0,2,0,"16611 S 40TH STREET, STE 140",85048,PHOENIX,AZ,33.2959857,-111.9961929,13,4,Maricopa County,0,0
